student_id,gender,parental_education,family_income,internet_access,extra_classes,health_status,prev_score,study_hours_per_day,attendance_pct,sleep_hours,final_score,pass_fail
595,Female,Primary,Medium,Yes,No,Good,80.3,6.0,88.2,5.8,66.22,Pass
596,Male,Graduate,Medium,No,No,Average,45.8,4.1,,6.0,35.53,Fail
597,Female,Primary,Medium,Yes,No,Average,50.6,3.2,61.3,5.6,30.76,Fail
598,Male,Graduate,Low,Yes,Yes,Average,77.5,7.1,95.3,5.9,67.86,Pass
599,Male,Graduate,Medium,Yes,Yes,Excellent,53.1,7.3,92.6,,57.67,Pass
600,Male,Graduate,High,Yes,Yes,Excellent,75.5,3.3,77.0,7.7,53.97,Pass
601,Male,No Education,Medium,Yes,No,Average,87.5,0.8,76.2,9.5,51.08,Pass
602,Male,Secondary,High,Yes,No,Average,56.0,6.5,83.3,7.2,46.54,Fail
603,Male,Secondary,High,Yes,No,Average,72.2,3.1,62.1,5.3,47.11,Fail
604,Male,Secondary,High,Yes,No,Good,,6.1,75.5,6.2,56.53,Pass
605,Male,Primary,Low,Yes,Yes,Poor,73.3,0.6,42.7,6.4,39.34,Fail
606,Male,Postgraduate,High,Yes,Yes,Good,65.0,6.3,88.1,,64.99,Pass
607,Male,Graduate,Low,Yes,Yes,Good,69.1,2.1,51.6,8.0,37.02,Fail
608,Male,Secondary,Medium,No,Yes,Excellent,52.3,6.0,97.6,8.0,50.36,Pass
609,Male,Secondary,Medium,No,Yes,Average,37.1,4.5,70.0,5.6,34.57,Fail
610,Female,Secondary,Medium,No,No,Excellent,,2.6,71.8,7.9,38.25,Fail
611,Male,Graduate,High,Yes,Yes,Excellent,31.0,3.7,65.6,8.8,33.01,Fail
612,Female,Secondary,High,No,No,Average,57.2,5.9,70.7,9.3,46.99,Fail
613,Female,Postgraduate,Low,Yes,Yes,Good,76.1,4.7,96.3,,60.75,Pass
614,Male,Secondary,Medium,Yes,No,Average,64.9,5.7,37.7,5.9,50.32,Pass
615,Female,Postgraduate,Medium,Yes,No,Average,91.2,8.5,94.2,10.0,68.72,Pass
616,Female,Postgraduate,Medium,No,No,Average,77.4,1.4,80.1,6.6,56.2,Pass
617,Male,Secondary,High,Yes,Yes,Good,52.2,7.7,56.9,6.3,42.81,Fail
618,Male,Postgraduate,Medium,Yes,No,Good,62.4,,58.9,7.4,52.04,Pass
619,Female,Primary,High,Yes,No,Excellent,61.3,2.7,100.0,6.3,62.86,Pass
620,Female,Graduate,Low,No,Yes,Average,38.3,1.8,60.8,7.5,34.73,Fail
621,Male,Secondary,Medium,Yes,Yes,Excellent,47.9,4.1,,5.4,36.9,Fail
622,Male,Postgraduate,Medium,Yes,Yes,Average,53.6,6.3,92.1,6.7,48.09,Fail
623,Male,Postgraduate,Low,Yes,No,Good,31.5,4.2,80.1,8.5,39.06,Fail
624,Male,Graduate,Medium,Yes,No,Good,62.7,7.5,60.9,,49.13,Fail
625,Female,Graduate,High,Yes,No,Average,58.3,1.6,78.2,7.2,47.26,Fail
626,Male,Secondary,High,Yes,Yes,Excellent,36.9,4.5,59.6,7.6,37.05,Fail
627,Male,Primary,Medium,No,Yes,Average,68.1,2.0,91.5,8.4,49.79,Fail
628,Female,Secondary,Medium,Yes,No,Good,72.7,5.2,90.9,,51.97,Pass
629,Male,Primary,Low,Yes,Yes,Good,65.4,6.3,,7.7,51.47,Pass
630,Male,Graduate,Low,Yes,No,Good,57.1,3.7,80.4,6.7,55.06,Pass
631,Female,Secondary,Medium,Yes,No,Good,70.9,0.0,100.0,,56.69,Pass
632,Female,Postgraduate,Low,Yes,Yes,Good,72.2,4.9,75.0,8.3,54.31,Pass
633,Male,Graduate,High,Yes,No,Average,66.6,5.4,57.3,5.6,50.39,Pass
634,Female,Graduate,Medium,Yes,Yes,Good,,5.3,81.7,5.8,48.07,Fail
635,Male,Primary,High,No,No,Excellent,66.1,7.0,100.0,4.7,53.8,Pass
636,Male,Postgraduate,Medium,Yes,Yes,Poor,79.9,2.4,59.8,6.3,44.18,Fail
637,Female,Postgraduate,High,Yes,No,Average,53.1,5.9,69.6,,43.87,Fail
638,Male,Secondary,Medium,No,Yes,Good,93.5,6.9,81.2,6.9,59.41,Pass
639,Male,Graduate,Medium,Yes,No,Good,54.1,0.9,74.2,5.4,46.61,Fail
640,Male,Graduate,High,No,No,Good,62.5,5.1,60.3,6.4,41.53,Fail
641,Male,Primary,Medium,Yes,Yes,Average,51.9,3.5,91.8,5.2,42.15,Fail
642,Male,Secondary,Low,Yes,No,Good,65.3,4.3,100.0,5.6,63.47,Pass
643,Male,Secondary,Medium,No,Yes,Average,35.9,5.2,77.9,7.5,36.43,Fail
644,Male,Primary,High,Yes,No,Good,53.8,3.5,61.4,5.6,40.01,Fail
645,Male,Secondary,High,Yes,Yes,Good,45.6,3.1,51.8,,36.55,Fail
646,Female,Primary,Medium,No,No,Average,64.0,4.6,78.9,6.9,41.77,Fail
647,Female,No Education,Medium,Yes,Yes,Good,76.9,2.3,91.6,7.1,59.59,Pass
648,Female,Primary,High,Yes,Yes,Excellent,71.7,2.3,82.1,6.7,53.14,Pass
649,Female,Postgraduate,Low,Yes,Yes,Good,26.4,5.9,75.0,7.9,44.4,Fail
650,Male,Secondary,Medium,No,No,Excellent,92.6,2.2,66.2,7.9,49.19,Fail
651,Male,Postgraduate,Low,No,Yes,Good,66.4,5.8,58.6,7.4,46.41,Fail
652,Female,Secondary,Medium,Yes,No,Good,50.4,5.4,87.5,7.7,46.89,Fail
653,Female,Secondary,Medium,Yes,No,Poor,64.4,1.0,88.7,6.7,48.51,Fail
654,Female,Secondary,Low,No,Yes,Average,64.6,3.1,51.8,7.7,32.66,Fail
655,Male,Secondary,Low,Yes,No,Average,52.0,6.9,98.8,6.6,51.8,Pass
656,Male,Primary,Medium,Yes,Yes,Good,65.0,2.5,,7.0,38.57,Fail
657,Male,Graduate,Low,Yes,Yes,Excellent,52.9,3.6,96.0,6.7,50.38,Pass
658,Male,Secondary,Low,No,No,Good,55.9,5.4,54.9,6.5,29.15,Fail
659,Female,Graduate,High,No,No,Good,51.7,6.1,54.5,6.2,30.42,Fail
660,Female,Graduate,Medium,Yes,No,Good,40.5,4.0,72.8,7.6,42.65,Fail
661,Male,Primary,Medium,Yes,Yes,Good,64.2,3.3,82.5,8.6,45.36,Fail
662,Female,Primary,High,Yes,Yes,Good,70.8,7.3,100.0,8.4,54.02,Pass
663,Female,Graduate,Low,Yes,Yes,Good,69.7,8.0,85.6,5.5,62.47,Pass
664,Male,Secondary,Medium,Yes,No,Good,74.3,6.5,71.4,8.5,53.77,Pass
665,Male,Primary,Medium,No,No,Average,66.9,4.7,59.6,6.6,48.11,Fail
666,Male,Postgraduate,High,Yes,No,Excellent,54.0,2.9,93.5,7.7,47.25,Fail
667,Male,Primary,High,No,Yes,Average,74.6,2.8,60.5,5.9,58.66,Pass
668,Male,Graduate,High,Yes,Yes,Poor,41.6,5.5,99.4,7.2,44.27,Fail
669,Male,Postgraduate,High,Yes,Yes,Excellent,48.5,5.3,70.7,7.4,51.9,Pass
670,Male,Secondary,Low,Yes,Yes,Average,47.5,7.3,98.9,5.2,50.11,Pass
671,Male,Primary,Low,Yes,Yes,Good,78.2,5.8,85.2,7.7,47.72,Fail
672,Female,Primary,Medium,Yes,No,Average,76.1,1.5,72.9,8.6,50.0,Pass
673,Male,Secondary,Low,No,No,Good,69.3,6.6,67.2,6.8,50.33,Pass
674,Female,Primary,Medium,No,No,Average,78.1,2.5,69.9,8.6,42.78,Fail
675,Male,Graduate,Medium,Yes,No,Good,48.8,3.7,81.4,6.8,38.7,Fail
676,Female,Primary,Low,Yes,Yes,Good,67.2,5.0,76.2,8.0,48.97,Fail
677,Male,Secondary,High,No,No,Good,60.1,8.5,66.1,4.3,49.27,Fail
678,Male,Postgraduate,Low,Yes,Yes,Good,74.7,10.7,72.5,9.9,45.34,Fail
679,Female,Graduate,Medium,Yes,No,Excellent,60.3,5.7,76.2,8.8,53.45,Pass
680,Female,Graduate,Medium,Yes,No,Poor,56.2,4.1,43.1,6.7,33.95,Fail
681,Female,Secondary,Medium,No,Yes,Good,70.1,5.6,81.9,4.6,45.55,Fail
682,Male,Graduate,Medium,Yes,No,Good,75.1,6.3,60.3,7.3,54.55,Pass
683,Male,Secondary,Low,Yes,Yes,Excellent,52.0,3.9,57.7,5.3,38.48,Fail
684,Female,Secondary,Medium,No,No,Poor,61.1,8.1,49.7,7.5,48.97,Fail
685,Female,Primary,High,Yes,No,Good,46.1,5.0,48.1,7.5,36.91,Fail
686,Female,Postgraduate,High,Yes,Yes,Excellent,24.5,5.5,54.7,5.9,30.97,Fail
687,Female,Secondary,Medium,Yes,Yes,Average,65.0,5.8,64.4,8.3,45.84,Fail
688,Male,Primary,Medium,No,No,Excellent,71.1,5.3,100.0,8.0,58.63,Pass
689,Female,Secondary,Medium,Yes,No,Poor,65.9,6.2,67.1,8.2,45.45,Fail
690,Male,Secondary,High,No,Yes,Good,32.8,3.3,77.7,7.0,31.72,Fail
691,Male,Graduate,Low,Yes,No,Excellent,56.7,3.4,81.0,5.3,48.69,Fail
692,Male,Graduate,Medium,Yes,Yes,Good,28.7,2.3,77.0,8.2,33.37,Fail
693,Male,Graduate,High,No,Yes,Good,82.5,5.4,73.8,6.7,55.07,Pass
694,Male,No Education,Medium,Yes,Yes,Poor,45.7,6.1,57.1,5.3,42.82,Fail
695,Male,Secondary,Low,Yes,Yes,Excellent,80.8,5.4,96.8,8.6,59.38,Pass
696,Female,Secondary,Medium,Yes,Yes,Good,76.2,7.8,100.0,9.5,61.65,Pass
697,Male,No Education,Low,Yes,No,Poor,48.5,4.5,49.8,7.0,31.43,Fail
698,Female,Secondary,Medium,Yes,Yes,Good,45.0,5.8,59.6,9.6,40.7,Fail
699,Male,Graduate,Medium,Yes,Yes,Good,67.3,2.3,70.8,7.1,47.8,Fail
700,Male,Primary,High,Yes,Yes,Average,49.3,3.7,60.5,,42.31,Fail
701,Female,Secondary,Medium,No,No,Average,63.5,5.9,82.6,6.2,47.01,Fail
702,Male,Secondary,Low,Yes,No,Poor,54.8,,64.1,,38.72,Fail
703,Male,No Education,Low,No,Yes,Good,,3.9,100.0,6.1,55.18,Pass
704,Male,Secondary,High,Yes,Yes,Good,28.5,4.4,92.9,7.9,41.14,Fail
705,Male,Postgraduate,Low,Yes,Yes,Good,65.4,1.5,78.2,6.3,42.13,Fail
706,Female,Graduate,Medium,Yes,Yes,Excellent,53.6,3.8,90.4,6.4,54.34,Pass
707,Male,Postgraduate,Low,Yes,Yes,Excellent,53.7,6.3,91.6,8.2,42.37,Fail
708,Female,Secondary,High,Yes,Yes,Good,72.4,5.7,66.5,6.5,53.87,Pass
709,Male,Primary,Medium,No,Yes,Poor,79.6,5.5,62.8,6.5,43.63,Fail
710,Female,Secondary,Medium,No,No,Good,57.9,4.6,76.2,8.4,54.62,Pass
711,Female,Secondary,Medium,No,Yes,Good,56.9,4.5,87.9,8.9,40.27,Fail
712,Female,Graduate,High,Yes,No,Good,69.5,3.2,77.1,7.8,54.92,Pass
713,Male,Primary,Medium,No,No,Good,41.6,5.9,51.3,6.2,33.76,Fail
714,Male,Secondary,Medium,Yes,No,Good,65.3,5.3,63.0,6.4,43.85,Fail
715,Male,Primary,High,Yes,Yes,Excellent,70.3,5.5,73.9,7.1,51.54,Pass
716,Female,Secondary,High,No,Yes,Average,72.2,3.4,73.9,7.4,51.93,Pass
717,Female,Graduate,Medium,Yes,Yes,Good,32.9,0.2,,5.8,28.44,Fail
718,Female,Secondary,High,Yes,No,Poor,,6.7,54.2,7.9,39.53,Fail
719,Male,Secondary,Low,Yes,No,Excellent,48.8,3.5,,7.1,44.33,Fail
720,Female,Secondary,Medium,Yes,No,Average,63.5,2.8,97.3,,42.44,Fail
721,Female,Secondary,High,No,No,Average,69.2,5.9,100.0,5.9,53.51,Pass
722,Male,Graduate,Low,Yes,Yes,Good,84.5,3.7,68.9,6.4,68.02,Pass
723,Male,Postgraduate,Low,No,No,Good,54.6,6.6,82.4,6.9,43.37,Fail
724,Female,Postgraduate,Medium,Yes,Yes,Average,54.5,5.7,83.5,9.3,54.14,Pass
725,Female,Graduate,Medium,Yes,Yes,Good,79.2,5.9,77.9,7.3,52.67,Pass
726,Female,Secondary,Medium,Yes,Yes,Good,66.4,1.8,73.5,6.0,48.06,Fail
727,Male,Graduate,Medium,Yes,Yes,Poor,81.0,6.9,81.5,7.3,61.1,Pass
728,Female,Secondary,High,Yes,No,Average,66.3,5.0,37.0,6.6,44.91,Fail
729,Male,Secondary,Medium,No,Yes,Excellent,44.6,3.8,85.2,7.4,41.46,Fail
730,Male,Graduate,Low,No,No,Good,42.0,4.8,76.9,7.7,50.17,Pass
731,Male,No Education,High,No,No,Good,38.7,,71.7,8.5,33.68,Fail
732,Female,Postgraduate,Low,No,No,Good,71.9,5.3,100.0,7.0,58.54,Pass
733,Female,Secondary,Low,No,Yes,Average,79.8,2.4,64.9,9.0,49.05,Fail
734,Female,Graduate,Low,Yes,No,Average,89.7,1.8,69.0,8.1,46.69,Fail
735,Male,Graduate,Medium,No,No,Average,74.6,1.5,,6.2,46.46,Fail
736,Female,Postgraduate,Low,Yes,Yes,Excellent,79.4,6.7,62.5,9.7,53.79,Pass
737,Male,Graduate,Low,Yes,Yes,Excellent,53.3,3.2,66.7,7.4,38.84,Fail
738,Female,Graduate,Medium,Yes,No,Good,44.7,7.6,72.8,6.0,55.83,Pass
739,Male,Primary,Low,Yes,No,Poor,74.8,3.4,87.6,9.0,48.19,Fail
740,Male,Secondary,Medium,Yes,No,Average,68.3,1.1,78.1,9.5,52.06,Pass
741,Male,Primary,High,No,No,Average,63.6,2.3,55.6,7.0,43.65,Fail
742,Male,Graduate,High,Yes,No,Good,67.8,7.0,67.0,6.4,49.77,Fail
743,Female,Secondary,Low,Yes,Yes,Poor,66.8,4.2,65.9,6.8,41.35,Fail
744,Male,Graduate,Low,Yes,Yes,Excellent,81.3,3.4,73.8,7.9,48.93,Fail
745,Male,No Education,High,Yes,Yes,Good,,4.8,81.4,8.5,45.74,Fail
746,Female,Primary,Low,Yes,No,Excellent,70.2,5.5,81.3,7.7,42.82,Fail
747,Male,Graduate,High,Yes,No,Excellent,74.7,6.7,48.4,7.1,42.44,Fail
748,Female,Primary,Low,Yes,Yes,Good,69.7,7.4,91.0,8.8,48.65,Fail
749,Female,Primary,High,Yes,No,Good,55.1,3.8,78.8,6.6,51.07,Pass
750,Female,No Education,Medium,No,Yes,Good,73.3,1.8,95.8,8.2,55.3,Pass
751,Male,Postgraduate,Medium,No,Yes,Good,41.1,3.7,81.7,6.7,44.84,Fail
752,Female,Graduate,Medium,Yes,Yes,Good,77.8,5.0,91.5,7.5,60.55,Pass
753,Female,Secondary,Medium,Yes,Yes,Good,44.1,2.6,82.0,6.9,41.47,Fail
754,Male,Secondary,Medium,Yes,Yes,Excellent,66.3,2.6,95.2,6.9,59.16,Pass
755,Male,Secondary,Medium,No,Yes,Good,49.3,5.2,82.8,6.5,41.7,Fail
756,Female,Graduate,Medium,Yes,Yes,Good,70.3,4.4,73.5,8.6,50.41,Pass
757,Female,Graduate,Low,Yes,Yes,Excellent,61.5,4.6,100.0,6.1,57.33,Pass
758,Female,Primary,Low,No,No,Average,38.1,3.0,88.3,6.1,32.35,Fail
759,Female,Primary,Medium,Yes,Yes,Average,68.3,4.0,83.6,9.5,65.84,Pass
760,Female,Primary,Low,Yes,No,Good,53.3,2.7,55.9,,36.67,Fail
761,Male,Graduate,Medium,Yes,Yes,Good,75.2,6.3,55.7,4.1,49.75,Fail
762,Male,Graduate,Low,No,Yes,Excellent,62.0,6.6,,6.3,55.3,Pass
763,Male,Secondary,Medium,No,Yes,Good,67.9,0.8,77.2,4.8,50.04,Pass
764,Female,No Education,Low,Yes,Yes,Good,47.6,2.6,65.8,5.9,37.02,Fail
765,Male,Primary,Medium,Yes,No,Good,53.2,1.5,77.1,4.0,41.43,Fail
766,Female,Postgraduate,Low,Yes,Yes,Poor,55.1,3.2,98.8,6.8,42.08,Fail
767,Female,Secondary,Low,No,No,Good,74.9,4.3,85.4,5.6,50.18,Pass
768,Female,Graduate,Low,No,No,Excellent,87.2,1.6,57.9,7.1,50.83,Pass
769,Male,Graduate,High,Yes,No,Average,49.9,2.7,73.3,5.0,42.92,Fail
770,Female,Secondary,Low,No,No,Good,78.2,2.5,62.9,7.1,52.8,Pass
771,Male,Secondary,Medium,Yes,No,Good,29.5,4.9,69.2,6.5,33.7,Fail
772,Female,Primary,Low,Yes,Yes,Average,44.1,4.6,68.8,8.8,31.67,Fail
773,Male,Graduate,Low,Yes,No,Average,47.6,3.1,67.8,8.7,43.84,Fail
774,Male,Graduate,Medium,Yes,Yes,Excellent,41.7,4.9,56.2,7.9,43.38,Fail
775,Female,Graduate,Medium,No,Yes,Good,38.2,3.4,,6.6,42.01,Fail
776,Male,Secondary,High,Yes,No,Average,68.2,4.0,66.6,9.4,45.51,Fail
777,Male,No Education,High,Yes,No,Average,58.8,7.8,31.1,5.1,42.39,Fail
778,Female,Postgraduate,High,No,No,Good,67.7,7.2,100.0,5.3,75.3,Pass
779,Female,Graduate,Medium,No,Yes,Good,72.4,1.9,91.3,6.9,52.64,Pass
780,Female,Secondary,Medium,Yes,No,Good,66.0,6.2,69.4,9.7,41.87,Fail
781,Female,Postgraduate,Medium,Yes,Yes,Average,71.9,6.1,75.3,6.8,49.91,Fail
782,Female,Graduate,High,Yes,Yes,Excellent,61.0,2.2,57.4,6.8,43.86,Fail
783,Male,Graduate,Medium,Yes,Yes,Good,44.2,6.1,100.0,,41.05,Fail
784,Male,Graduate,Medium,No,Yes,Average,77.9,7.6,100.0,8.1,62.56,Pass
785,Male,Graduate,Low,No,Yes,Good,53.2,2.3,77.4,8.1,43.99,Fail
786,Female,Graduate,Low,Yes,No,Good,48.0,2.7,90.4,7.9,51.78,Pass
787,Female,Primary,High,Yes,No,Excellent,59.3,6.5,77.6,6.2,54.92,Pass
788,Male,Secondary,Medium,Yes,Yes,Excellent,48.3,5.0,54.9,6.2,42.2,Fail
789,Male,Postgraduate,Medium,No,No,Average,55.7,5.6,68.8,5.4,33.41,Fail
790,Female,Secondary,Low,Yes,No,Excellent,67.2,5.2,77.0,7.1,54.33,Pass
791,Male,Secondary,High,Yes,No,Excellent,67.2,5.3,68.2,5.7,51.51,Pass
792,Female,Secondary,Low,Yes,No,Excellent,48.5,1.8,71.7,5.6,39.73,Fail
793,Male,Secondary,High,Yes,Yes,Average,54.7,6.6,73.6,6.5,37.62,Fail
794,Female,Graduate,Low,Yes,No,Good,78.1,6.8,73.8,6.4,50.7,Pass
795,Male,Postgraduate,High,Yes,No,Average,,4.0,75.8,6.4,41.43,Fail
796,Female,Secondary,Medium,No,Yes,Excellent,93.1,4.4,59.1,7.6,43.43,Fail
797,Female,Primary,Low,No,Yes,Poor,79.7,1.4,64.2,7.1,46.05,Fail
798,Female,Primary,Medium,No,No,Good,79.2,5.5,55.7,6.7,44.04,Fail
799,Female,Postgraduate,Medium,Yes,Yes,Good,41.2,5.6,89.7,7.2,58.47,Pass
800,Female,Graduate,Low,Yes,No,Average,73.5,4.4,43.4,5.8,41.98,Fail
801,Female,Secondary,High,Yes,Yes,Good,61.2,6.7,92.3,7.1,59.94,Pass
802,Male,Graduate,Medium,Yes,No,Excellent,53.7,3.8,95.8,7.2,41.03,Fail
803,Female,Postgraduate,Medium,No,Yes,Good,64.5,5.6,70.5,5.2,45.55,Fail
804,Female,Graduate,Low,Yes,No,Excellent,76.2,2.5,36.0,8.2,40.8,Fail
805,Male,Postgraduate,Medium,Yes,No,Average,69.5,4.5,69.6,,44.11,Fail
806,Female,Secondary,High,No,Yes,Good,48.8,4.2,74.0,7.1,39.45,Fail
807,Female,Graduate,Medium,No,No,Good,73.1,5.0,59.8,8.4,46.13,Fail
808,Female,Secondary,High,Yes,Yes,Poor,52.4,3.8,67.3,8.1,39.78,Fail
809,Male,Graduate,High,Yes,Yes,Good,65.3,4.2,98.0,7.0,63.51,Pass
810,Male,Graduate,Low,Yes,Yes,Good,57.4,6.2,85.0,6.6,51.75,Pass
811,Female,Graduate,Low,Yes,No,Good,58.7,3.6,61.1,,43.82,Fail
812,Female,Graduate,High,Yes,Yes,Good,73.5,1.3,51.0,7.8,45.15,Fail
813,Male,Primary,Medium,Yes,Yes,Good,46.4,8.0,70.1,6.3,46.53,Fail
814,Female,Secondary,Low,No,Yes,Poor,91.2,7.3,71.8,6.0,57.88,Pass
815,Female,Postgraduate,Low,Yes,No,Average,34.7,1.9,82.4,4.5,35.29,Fail
816,Male,Postgraduate,Medium,Yes,No,Good,53.0,5.9,67.0,7.2,44.61,Fail
817,Female,No Education,High,Yes,Yes,Average,67.6,3.5,82.7,6.9,54.95,Pass
818,Male,Primary,Low,Yes,Yes,Poor,70.8,5.0,100.0,8.4,61.63,Pass
819,Male,Primary,Low,No,No,Good,60.5,5.1,,7.4,44.52,Fail
820,Male,Graduate,High,Yes,Yes,Good,61.1,4.0,74.3,8.6,50.48,Pass
821,Female,Graduate,High,Yes,No,Average,68.2,2.9,72.3,6.2,46.08,Fail
822,Male,Secondary,Medium,Yes,No,Good,58.5,3.1,69.6,8.4,42.92,Fail
823,Male,Secondary,High,No,No,Good,82.9,2.7,92.7,6.4,53.98,Pass
824,Male,Graduate,Medium,Yes,Yes,Good,74.6,2.8,65.6,7.9,46.9,Fail
825,Female,Graduate,High,No,No,Good,75.1,4.4,75.7,5.2,58.18,Pass
826,Female,Secondary,Medium,Yes,No,Good,47.5,3.1,75.8,7.3,40.92,Fail
827,Male,Graduate,Low,Yes,No,Good,60.8,5.9,67.5,4.6,46.73,Fail
828,Male,Secondary,Medium,Yes,Yes,Good,57.5,7.5,54.4,6.7,36.09,Fail
829,Female,Secondary,Medium,No,Yes,Poor,46.9,3.3,79.8,7.5,39.42,Fail
830,Male,Graduate,High,No,Yes,Good,67.4,5.0,74.1,6.4,48.09,Fail
831,Male,Graduate,Medium,Yes,No,Good,53.9,5.5,82.5,5.7,43.02,Fail
832,Male,Postgraduate,High,Yes,No,Excellent,71.8,5.4,67.0,8.0,50.3,Pass
833,Male,Graduate,High,Yes,Yes,Excellent,45.9,4.7,93.3,6.9,44.77,Fail
834,Male,Graduate,Low,Yes,No,Good,87.8,6.0,61.8,6.4,54.58,Pass
835,Male,Primary,High,Yes,Yes,Average,48.6,5.5,100.0,7.1,49.85,Fail
836,Male,Secondary,Medium,No,No,Average,65.3,2.0,48.8,10.0,33.41,Fail
837,Female,No Education,High,No,No,Good,73.9,6.2,81.5,8.4,51.11,Pass
838,Male,Secondary,Medium,Yes,Yes,Good,53.4,6.3,,8.4,46.23,Fail
839,Female,Graduate,Medium,Yes,Yes,Average,74.8,3.0,63.1,7.5,53.23,Pass
840,Female,Postgraduate,Medium,No,Yes,Good,43.6,4.6,81.4,7.2,43.89,Fail
841,Male,Primary,Low,No,No,Average,83.8,5.9,94.2,4.1,56.02,Pass
842,Female,Secondary,Low,Yes,No,Excellent,62.2,4.1,41.7,6.2,40.04,Fail
843,Male,Graduate,Medium,Yes,No,Average,53.1,6.6,82.5,6.4,56.38,Pass
844,Female,Secondary,High,Yes,Yes,Excellent,57.5,9.2,,4.8,55.09,Pass
845,Male,Graduate,Medium,Yes,No,Excellent,74.1,2.9,60.5,5.6,49.03,Fail
846,Male,Graduate,Medium,Yes,Yes,Good,53.2,1.7,99.4,4.6,51.3,Pass
847,Male,Graduate,Low,Yes,No,Good,50.8,5.1,66.3,7.0,48.65,Fail
848,Female,Primary,Medium,Yes,Yes,Good,58.7,5.9,57.4,8.0,47.87,Fail
849,Male,Secondary,Low,Yes,No,Good,44.3,4.0,72.0,8.3,41.94,Fail
850,Female,Graduate,High,Yes,No,Good,89.3,7.4,100.0,7.5,71.36,Pass
851,Male,Graduate,High,Yes,No,Average,53.5,1.8,47.5,5.8,29.2,Fail
852,Female,No Education,Medium,No,No,Good,74.5,5.9,59.2,,39.74,Fail
853,Male,Graduate,Low,No,Yes,Good,65.1,3.3,97.5,4.9,53.07,Pass
854,Female,No Education,Low,Yes,Yes,Good,47.2,7.9,100.0,5.5,50.88,Pass
855,Male,Graduate,Medium,Yes,No,Average,61.9,8.5,73.4,5.9,47.83,Fail
856,Male,Secondary,Medium,No,Yes,Good,73.8,3.0,56.4,6.8,48.66,Fail
857,Male,Postgraduate,High,Yes,Yes,Average,59.2,3.4,100.0,5.8,42.74,Fail
858,Male,Secondary,Low,Yes,No,Poor,79.9,,98.9,7.4,55.82,Pass
859,Female,Secondary,High,Yes,No,Average,77.3,3.7,85.2,6.7,51.44,Pass
860,Male,Primary,Medium,Yes,Yes,Poor,75.8,4.4,62.8,7.0,39.85,Fail
861,Female,Secondary,Medium,Yes,Yes,Average,55.1,4.6,74.3,8.4,51.88,Pass
862,Male,Postgraduate,Medium,No,Yes,Excellent,45.8,0.7,72.6,5.6,30.63,Fail
863,Female,Postgraduate,Low,Yes,Yes,Poor,52.8,4.5,80.0,7.5,42.46,Fail
864,Male,Secondary,Medium,Yes,No,Good,64.9,3.1,96.8,7.0,56.33,Pass
865,Male,Secondary,High,No,No,Average,70.2,,88.2,6.6,55.66,Pass
866,Female,Graduate,Medium,Yes,No,Excellent,29.4,7.4,58.8,8.1,29.18,Fail
867,Male,Postgraduate,High,Yes,Yes,Good,61.9,2.0,95.6,8.1,54.06,Pass
868,Male,Graduate,Medium,Yes,No,Average,64.4,6.1,79.7,5.9,52.04,Pass
869,Female,Secondary,Low,Yes,No,Good,57.8,3.9,85.3,6.8,58.72,Pass
870,Female,Secondary,Medium,Yes,Yes,Good,81.4,3.9,97.0,7.3,60.76,Pass
871,Male,Graduate,Medium,Yes,No,Good,68.3,6.1,58.3,6.7,46.05,Fail
872,Male,No Education,Medium,Yes,No,Average,81.7,5.2,74.5,7.7,48.97,Fail
873,Female,Graduate,Low,Yes,No,Excellent,58.8,5.6,67.0,7.3,41.36,Fail
874,Male,Secondary,Medium,Yes,No,Good,76.1,6.4,51.5,9.2,43.56,Fail
875,Male,Graduate,Low,Yes,Yes,Good,86.5,3.8,80.2,5.2,63.3,Pass
876,Male,Primary,Low,Yes,Yes,Good,81.7,3.3,100.0,6.9,58.5,Pass
877,Female,Graduate,Medium,Yes,No,Good,45.6,2.3,47.4,5.9,35.12,Fail
878,Female,Secondary,Medium,Yes,Yes,Excellent,58.2,2.8,74.5,7.7,51.62,Pass
879,Male,Graduate,High,No,Yes,Good,56.8,10.4,84.6,5.1,41.82,Fail
880,Male,Primary,Medium,Yes,No,Good,69.3,7.0,76.8,7.4,58.23,Pass
881,Male,Graduate,High,Yes,No,Average,72.3,1.8,73.3,6.2,47.92,Fail
882,Female,Graduate,Medium,No,No,Excellent,49.4,1.9,55.5,6.1,37.07,Fail
883,Male,Graduate,Medium,Yes,No,Good,63.0,5.5,78.5,5.3,45.21,Fail
884,Male,Graduate,Low,Yes,No,Average,31.7,5.6,63.6,6.4,30.67,Fail
885,Female,Graduate,High,No,No,Average,83.6,5.6,42.2,8.3,49.56,Fail
886,Male,Graduate,Medium,No,Yes,Average,54.3,4.0,92.9,7.0,60.0,Pass
887,Female,Secondary,High,Yes,Yes,Excellent,62.8,4.2,89.4,7.8,55.98,Pass
888,Male,Graduate,Medium,Yes,Yes,Average,57.4,5.2,75.8,9.0,52.92,Pass
889,Male,Secondary,Low,Yes,Yes,Good,79.2,4.7,78.4,7.3,52.98,Pass
890,Male,Primary,Medium,No,Yes,Poor,20.0,0.1,91.1,6.3,27.77,Fail
891,Female,Primary,Low,Yes,Yes,Good,61.8,4.0,78.4,7.6,42.85,Fail
892,Female,Secondary,Medium,Yes,No,Good,60.4,2.8,88.6,6.3,45.43,Fail
